,Potential Factory Placement,Destination,Distance,Distance_normalized
0,Elbasan,Tirana,39431.7,0.030219755566698002
1,Roskovec,Tirana,122448.7,0.0938425120768299
2,Lezhe,Tirana,57972.9,0.044429402422229494
3,Gramsh,Tirana,77094.6,0.059083934182709755
4,Fier,Tirana,113925.5,0.08731048275407485
5,Kruje,Tirana,31332.1,0.02401236577148179
6,Kavaje,Tirana,54336.3,0.041642376676602144
7,Tepelene,Tirana,201637.3,0.15453125072286905
8,Puke,Tirana,127855.9,0.09798649426122087
9,Patos Fshat,Tirana,129034.5,0.09888975239898594
10,Gjirokaster,Tirana,231096.0,0.17710787595872463
11,Berat,Tirana,123508.8,0.09465495391616874
12,Shijak,Tirana,29421.8,0.02254834573026969
13,Tirana,Tirana,0.2,1.5327645304005664e-07
14,Bilisht,Tirana,172699.1,0.13235352745605022
15,Mamurras,Tirana,34772.9,0.026649333869582927
16,Librazhd-Qender,Tirana,66418.5,0.050901960481205
17,Sarande,Tirana,264617.0,0.20279777587050332
18,Permet,Tirana,243622.8,0.18670819331843552
19,Peqin,Tirana,62993.4,0.04827702458466752
20,Navapolatsk,Tirana,2354973.5,1.804809925416639
21,Krasnapollye,Tirana,2414102.6,1.8501254190138932
22,Vishnyeva,Tirana,2207461.8,1.6917595746270941
23,Orsha,Tirana,2327537.1,1.783783155035698
24,Rahachow,Tirana,2312937.9,1.7725945870695858
25,Lyepyel',Tirana,2271994.9,1.7412165979854908
26,Karelichy,Tirana,2053912.2,1.574081884358497
27,Volkovysk,Tirana,1923213.6,1.4739167952319914
28,Radaskovicy,Tirana,2153761.0,1.650604233880027
29,Chyst',Tirana,2171135.7,1.6639198958232024
30,Byalynichy,Tirana,2259916.8,1.731960156348175
31,Zhlobin,Tirana,2321773.8,1.779366264126669
32,Lyasny,Tirana,2132102.0,1.634005160398054
33,Ushachy,Tirana,2296524.4,1.760015571759721
34,Baranovichi,Tirana,1978421.9,1.5162274572438479
35,Lyozna,Tirana,2389090.1,1.830956282605571
36,Stowbtsy,Tirana,2039383.5,1.5629473463420815
37,Byelaazyorsk,Tirana,1896445.1,1.4534018915659774
38,Babruysk,Tirana,2248558.6,1.7232554333035774
39,Rechytsa,Tirana,2262239.4,1.7337401557973293
40,Orahovica Donja,Tirana,826278.6,0.6332452651545186
41,Jelah,Tirana,854824.0,0.6551219534675669
42,Blatnica,Tirana,580569.4,0.4449380918779693
43,Kacuni,Tirana,490772.2,0.3761191103333264
44,Derventa,Tirana,836976.4,0.6414438693511783
45,Bosanska Krupa,Tirana,661506.8,0.5069670798293907
46,Janja,Tirana,747547.5,0.5729071463948087
47,Novi Grad,Tirana,967789.7,0.7416968625235024
48,Kljuc,Tirana,581596.5,0.44572524310255646
49,Visoko,Tirana,497949.5,0.3816196657653484
50,Teslic,Tirana,869362.5,0.6662640020301811
51,Tuzla,Tirana,652825.8,0.500314115385187
52,Maglaj,Tirana,589349.4,0.4516669281664278
53,Siroki Brijeg,Tirana,380924.3,0.2919336279038322
54,Novi Travnik,Tirana,493019.4,0.3778413245596845
55,Kiseljak,Tirana,471687.5,0.36149293471665855
56,Foca,Tirana,313065.8,0.23992807696073878
57,Ostrozac,Tirana,746331.8,0.5719754554750047
58,Trebinje,Tirana,271330.5,0.20794288320792542
59,Brod,Tirana,812963.4,0.6230407320169239
60,Vetovo,Tirana,821815.2,0.6298245945520237
61,Balchik,Tirana,1033040.5,0.7917039184336331
62,Razgrad,Tirana,830090.4,0.6361665610730092
63,Lom,Tirana,549617.4,0.4212170280054901
64,Sevlievo,Tirana,652964.8,0.5004206425200499
65,Kardzhali,Tirana,713232.5,0.5466087389644609
66,Cherven Bryag,Tirana,599798.9,0.45967523964663815
67,General Toshevo,Tirana,1047742.3,0.8029711172201547
68,Mezdra,Tirana,574169.7,0.44003347529536696
69,Devnya,Tirana,964575.3,0.7392334033702427
70,Veliki Preslav,Tirana,903406.6,0.6923547965048861
71,Kyustendil,Tirana,370614.1,0.2840320734731642
72,Topolovgrad,Tirana,757931.4,0.5808651831984218
73,Tvarditsa,Tirana,752241.1,0.5765042381947527
74,Panagyurishte,Tirana,601951.4,0.46132487747248174
75,Septemvri,Tirana,516836.9,0.39609463416109225
76,Varna,Tirana,988864.1,0.7578479089332393
77,Zlatitsa,Tirana,553069.4,0.4238625795849615
78,Vidin,Tirana,532212.4,0.4078781446796792
79,Teteven,Tirana,588396.1,0.4509363359530123
80,Pitomaca,Tirana,935747.3,0.717140135429049
81,Pazin,Tirana,925785.2,0.7095053586648972
82,Otok,Tirana,743977.1,0.5701708551551375
83,Omis,Tirana,463184.2,0.354976156400981
84,Krizevci,Tirana,999001.3,0.7656168792320277
85,Ilok,Tirana,722038.6,0.5533575778300411
86,Ploce,Tirana,382191.3,0.29290463423384094
87,Jastrebarsko,Tirana,1028897.4,0.7885287200706819
88,Trogir,Tirana,510763.2,0.39143985819694527
89,Biograd na Moru,Tirana,591622.6,0.453409068331681
90,Samobor,Tirana,1019503.4,0.7813293250713903
91,Nasice,Tirana,835708.7,0.6404723265535838
92,Crikvenica,Tirana,785761.0,0.6021932950860397
93,Daruvar,Tirana,923319.1,0.7076153833606867
94,Bjelovar,Tirana,988511.9,0.7575779890994357
95,Beli Manastir,Tirana,862433.6,0.6609538159528349
96,Karlovac,Tirana,816403.7,0.6256773169238924
97,Porec,Tirana,959369.9,0.7352440771269692
98,Pula,Tirana,978358.1,0.7497962968550451
99,Kutina,Tirana,918892.5,0.7042229156255512
100,Cernosice,Tirana,1506358.2,1.154446209519021
101,Chrudim,Tirana,1427284.4,1.0938454515570268
102,Sezimovo Usti,Tirana,1458323.1,1.117632960771899
103,Dobris,Tirana,1527759.4,1.1708477096530254
104,Kurim,Tirana,1312587.8,1.0059440114382563
105,Horni Pocernice,Tirana,1508980.0,1.1564555105419232
106,Novy Bydzov,Tirana,1479894.8,1.13416512908212
107,Neratovice,Tirana,1524818.9,1.1685941626022038
108,Tyniste nad Orlici,Tirana,1427252.0,1.0938206207716346
109,Zlin,Tirana,1354029.8,1.0377044252726864
110,Krupka,Tirana,1592836.9,1.2207219515165968
111,Hradek nad Nisou,Tirana,1618639.1,1.2404962999997478
112,Hradec nad Moravici,Tirana,1452660.1,1.11329293800407
113,Dvur Kralove nad Labem,Tirana,1495676.7,1.1462600973532844
114,Nova Paka,Tirana,1510511.8,1.157629454895757
115,Horni Slavkov,Tirana,1638172.9,1.2554666578917169
116,Rychnov nad Kneznou,Tirana,1423042.6,1.0905946112645004
117,Pribor,Tirana,1448080.1,1.1097829072294525
118,Nyrany,Tirana,1607142.9,1.2316858162025521
119,Chropyne,Tirana,1359234.5,1.0416932150483742
120,Saue,Tirana,2815527.1,2.1577700366307844
121,Rakvere,Tirana,2871488.3,2.20065770785011
122,Kuressaare,Tirana,2858952.0,2.19105010985888
123,Maardu,Tirana,2849370.8,2.1837072480995428
124,Narva,Tirana,2946519.2,2.2581600589521265
125,Keila,Tirana,2814049.4,2.1566375535574975
126,Jogeva,Tirana,2817526.6,2.159302417970052
127,Laagri,Tirana,2818629.1,2.1601473544174357
128,Tallinn,Tirana,2833875.3,2.1718317717091318
129,Paernu,Tirana,2703687.4,2.0720580740054637
130,Elva,Tirana,2740841.2,2.1005320874102624
131,Voru,Tirana,2746651.1,2.1049846917328496
132,Sillamaee,Tirana,2920390.7,2.2381356399358405
133,Rapla,Tirana,2790303.8,2.1384393468409577
134,Tori,Tirana,2718824.2,2.0836586490773477
135,Polva,Tirana,2773479.9,2.1255458082494547
136,Paide,Tirana,2788190.5,2.13681975119991
137,Kohtla-Jaerve,Tirana,2907806.9,2.228491638787013
138,Viljandi,Tirana,2738122.7,2.0984486772223154
139,Tartu,Tirana,2767261.7,2.1207802900479864
140,Hajdunanas,Tirana,1172995.0,0.8989625651686061
141,Tura,Tirana,1016617.7,0.7791177757687019
142,Kaba,Tirana,1006300.7,0.7712110099386306
143,Celldomolk,Tirana,1174371.7,0.9000176436331073
144,Eger,Tirana,1096363.9,0.8402338491658167
145,Biatorbagy,Tirana,994169.7,0.7619140266794859
146,Solt,Tirana,943513.0,0.7230916301859147
147,Egyek,Tirana,1023939.1,0.7847287668851393
148,Janoshalma,Tirana,830600.4,0.6365574160282613
149,Budapest IV. keruelet,Tirana,984862.0,0.7547807704696813
150,Mezokovacshaza,Tirana,906331.9,0.6945966945452765
151,Kecskemet,Tirana,895827.2,0.6865460787640271
152,Budapest XV. keruelet,Tirana,985500.4,0.7552700289077852
153,Solymar,Tirana,995100.2,0.7626271453772547
154,Kiskunhalas,Tirana,834241.9,0.6393481970469881
155,UEllo,Tirana,961482.2,0.7368629063857516
156,Kenderes,Tirana,966621.3,0.7408014214848425
157,Batonyterenye,Tirana,1063102.2,0.8147426721754044
158,Szazhalombatta,Tirana,990637.9,0.7592073177952516
159,Baja,Tirana,855459.8,0.6556092193117812
160,Bolderaja,Tirana,2533077.6,1.9413057490160968
161,Limbazi,Tirana,2605109.8,1.9965099496194565
162,Ludza,Tirana,2590275.1,1.98514089862989
163,Saldus,Tirana,2520732.2,1.9318444533992933
164,Olaine,Tirana,2517128.2,1.9290824117155114
165,Lielvarde,Tirana,2524377.0,1.9346377634794951
166,Aizkraukle,Tirana,2519566.1,1.9309507750398431
167,Smiltene,Tirana,2651073.9,2.031736020695349
168,Bauska,Tirana,2454930.0,1.881414814308131
169,Valka,Tirana,2680339.6,2.054164734154021
170,Valmiera,Tirana,2630427.2,2.0159127559804384
171,Riga,Tirana,2521422.7,1.9323736403534142
172,Jekabpils,Tirana,2506880.3,1.9212286028999652
173,Darzciems,Tirana,2682499.3,2.055819889932174
174,Rezekne,Tirana,2565869.8,1.9664371095329973
175,Ventspils,Tirana,2679431.1,2.0534684758660866
176,Ikskile,Tirana,2523032.6,1.93360743916216
177,Balvi,Tirana,2644392.5,2.0266155142286397
178,Dreilini,Tirana,2523228.2,1.9337573435332331
179,Tukums,Tirana,2561990.3,1.9634639295351528
180,Moletai,Tirana,2375575.4,1.8205988562060686
181,Rasos,Tirana,2364703.9,1.8122671314099437
182,Siauliai,Tirana,2416508.7,1.8519694113821916
183,Kretinga,Tirana,2476033.3,1.897588009165332
184,Antakalnis,Tirana,2368078.6,1.8148534416403153
185,Gargzdai,Tirana,2453909.9,1.8806330277594001
186,Grigiskes,Tirana,2347946.2,1.7994243273243973
187,Naujamiestis,Tirana,2362434.4,1.8105278268590717
188,Silainiai,Tirana,2264279.4,1.735303575618338
189,Anyksciai,Tirana,2374791.3,1.819997935871925
190,Varena,Tirana,2232296.0,1.7107920650775312
191,Vilkaviskis,Tirana,2218576.7,1.7002778368665692
192,Pasvalys,Tirana,2409390.3,1.8465139958655896
193,Vilnius,Tirana,2363856.6,1.8116177757166396
194,Panevezys,Tirana,2364249.6,1.8119189639468634
195,Rokiskis,Tirana,2437339.8,1.867933996986805
196,Aleksotas,Tirana,2257070.0,1.7297784193156032
197,Trakai,Tirana,2281680.8,1.748639699967994
198,Klaipeda,Tirana,2470659.5,1.8934696241485989
199,Sirvintos,Tirana,2349873.7,1.8009015291405708
200,Tivat,Tirana,196181.7,0.1503501756368424
201,Bar,Tirana,135164.9,0.10358798223756975
202,Danilovgrad,Tirana,173752.6,0.13316091117243872
203,Ulcinj,Tirana,129526.6,0.099266889111691
204,Cetinje,Tirana,190610.9,0.14608081331386463
205,Berane,Tirana,338461.1,0.25939058450017954
206,Bijelo Polje,Tirana,261134.4,0.2001287729937168
207,Podgorica,Tirana,155154.3,0.11890750388956428
208,Pljevlja,Tirana,315203.0,0.24156598913792485
209,Budva,Tirana,173303.0,0.13281634570600467
210,Rozaje,Tirana,309279.4,0.23702624715178447
211,Kotor,Tirana,194146.4,0.14879035781248023
212,Herceg Novi,Tirana,215000.4,0.16477249357096696
213,Dobrota,Tirana,198118.5,0.1518345048080823
214,Niksic,Tirana,206552.5,0.15829817283278147
215,Wlodawa,Tirana,1684766.7,1.2911753198800058
216,Swinoujscie,Tirana,2078490.6,1.5929183342254958
217,Bolkow,Tirana,1561028.8,1.1963447877868798
218,Piaseczno,Tirana,1825269.6,1.3988542506492148
219,Siemiatycze,Tirana,1752984.6,1.3434563086092124
220,Wolczyn,Tirana,1645515.2,1.261093666397497
221,Debica,Tirana,1413236.0,1.0830790069425873
222,Luzino,Tirana,2101624.5,1.6106477449104124
223,Pabianice,Tirana,1738971.1,1.3327166107358281
224,Kamienna Gora,Tirana,1542495.5,1.1821411953512433
225,Sejny,Tirana,2141955.1,1.641556401495299
226,Ustka,Tirana,2192629.8,1.6803925928696437
227,Swidwin,Tirana,2110329.2,1.6173188726143015
228,Miedzyrzec Podlaski,Tirana,1696200.0,1.2999375982327201
229,Lubaczow,Tirana,1526652.2,1.1699991712089957
230,Kuznia Raciborska,Tirana,1502901.9,1.1517973624958093
231,Praszka,Tirana,1663952.3,1.2752235328592212
232,Dabrowa Bialostocka,Tirana,2111100.0,1.6179096000643178
233,Wloszczowa,Tirana,1665451.9,1.2763727997041154
234,Bialobrzegi,Tirana,1590276.1,1.218759399811872
235,Calafat,Tirana,547256.8,0.41940790603025835
236,Sector 5,Tirana,856517.7,0.6564199751101365
237,Curtea de Arges,Tirana,792060.7,0.6070212734421219
238,Falciu,Tirana,1184433.5,0.9077288287090995
239,Voinesti,Tirana,1247750.6,0.9562539312330125
240,Targu Neamt,Tirana,1262499.2,0.9675569967095453
241,Budesti,Tirana,867154.5,0.664571829988619
242,Preutesti,Tirana,1287759.2,0.9869158127285044
243,Sangeorgiu de Mures,Tirana,1051130.3,0.8055676203346532
244,Buruenesti,Tirana,939735.4,0.7201965445408942
245,Dobresti,Tirana,1031342.6,0.7904026779855495
246,Sector 3,Tirana,863967.3,0.6621292164329726
247,Insuratei,Tirana,1023219.4,0.7841772015688746
248,Horodnic de Sus,Tirana,1302058.4,0.9978744660150562
249,Suraia,Tirana,1063835.1,0.8153043537375698
250,Gherla,Tirana,1069578.7,0.819706146915974
251,Dobrotesti,Tirana,736493.5,0.5644355568352847
252,Puchenii Mari,Tirana,899266.6,0.6891819739269569
253,Dorohoi,Tirana,1348172.5,1.0332154944307288
254,Dragomiresti,Tirana,805596.7,0.6173950237838729
255,Sonta,Tirana,780722.6,0.5983319546810546
256,Senta,Tirana,787950.0,0.603870905864563
257,Crepaja,Tirana,614495.8,0.47093868316006016
258,Zvecka,Tirana,634082.2,0.48594935275917894
259,Novi Pazar,Tirana,324737.1,0.24887275429257086
260,Jagodina,Tirana,474855.1,0.36392052717990697
261,Vrsac,Tirana,637897.4,0.4888732543773711
262,Srpska Crnja,Tirana,729283.1,0.5589096341502846
263,Zajecar,Tirana,478882.2,0.36700682520009503
264,Zemun,Tirana,611042.1,0.46829182873073794
265,Cacak,Tirana,446312.0,0.3420456015460688
266,Krusevac,Tirana,382699.1,0.29329380314810966
267,Arilje,Tirana,449586.9,0.3445554268263732
268,Sremcica,Tirana,614166.0,0.4706859302889971
269,Belgrade,Tirana,603359.7,0.4624041736165632
270,Novi Sad,Tirana,696555.9,0.5338280884806219
271,Novi Knezevac,Tirana,820403.1,0.6287423861553344
272,Mokrin,Tirana,743062.8,0.569470151850065
273,Melenci,Tirana,690855.1,0.5294590964631681
274,Backi Petrovac,Tirana,717702.6,0.5500345443281327
275,Nitra,Tirana,1135411.4,0.8701591606662247
276,Rakova,Tirana,1390258.4,1.0654693818057213
277,Secovce,Tirana,1264093.3,0.9687786866785011
278,Levoca,Tirana,1316244.8,1.0087466713820936
279,Vranov nad Toplou,Tirana,1283573.1,0.9837076599281496
280,Liptovsky Hradok,Tirana,1229976.6,0.9426322528513427
281,Brezno,Tirana,1185341.9,0.9084250103588074
282,Trencin,Tirana,1299298.2,0.9957590976866505
283,Hlohovec,Tirana,1239869.9,0.9502143025156484
284,Tornala,Tirana,1151258.7,0.8823042503375331
285,Turzovka,Tirana,1379970.1,1.0575846111466614
286,Skalite,Tirana,1413865.2,1.0835612146638514
287,Banska Bystrica,Tirana,1157353.2,0.8869749670527963
288,Krasno nad Kysucou,Tirana,1390198.6,1.0654235521462625
289,Liptovsky Mikulas,Tirana,1233371.1,0.945233737450565
290,Zlate Moravce,Tirana,1129550.3,0.8656673175716594
291,Ruzomberok,Tirana,1208423.2,0.9261141093365748
292,Surany,Tirana,1111554.1,0.8518753490506621
293,Michalovce,Tirana,1285874.2,0.9854711821586019
294,Oscadnica,Tirana,1396635.5,1.07035667814913
295,Lucija,Tirana,957188.4,0.7335722142154347
296,Litija,Tirana,1118614.5,0.8572863143958821
297,Jesenice,Tirana,1196805.9,0.9172108166470635
298,Murska Sobota,Tirana,1136443.9,0.8709504503550439
299,Koper,Tirana,943857.4,0.7233555722380497
300,Zagorje ob Savi,Tirana,1100806.8,0.843638808931875
301,Maribor,Tirana,1111149.1,0.851564964233256
302,Ptuj,Tirana,1089013.8,0.8346008628783681
303,Vrhnika,Tirana,1150459.9,0.8816920641840912
304,Velenje,Tirana,1167091.6,0.8944383041042229
305,Novo Mesto,Tirana,1073546.4,0.8227469218296092
306,Celje,Tirana,1106595.7,0.8480753192268929
307,Sentilj v Slov. Goricah,Tirana,1127799.7,0.8643256887781997
308,Postojna,Tirana,1177189.9,0.9021774621328947
309,Ajdovscina,Tirana,1211088.9,0.9281570545409191
310,Menges,Tirana,1146793.8,0.8788824301616405
311,Grosuplje,Tirana,1118504.7,0.8572021656231631
312,Brezice,Tirana,1034033.8,0.7924651659376566
313,Izola,Tirana,948750.2,0.7271053273852216
314,Radovljica,Tirana,1184215.7,0.9075619106517389
315,Lutsk,Tirana,1695113.6,1.2991050005398068
316,Zhytomyr,Tirana,1943500.3,1.48946416233143
317,Bolhrad,Tirana,1169793.0,0.8965086091554348
318,Zavodske,Tirana,2101560.3,1.6105985431689864
319,Mykolayiv,Tirana,1552243.7,1.1896120429488688
320,Radomyshl,Tirana,2015672.4,1.544775579813691
321,Mariupol,Tirana,2100371.5,1.6096874679321165
322,Bilyayivka,Tirana,1391605.6,1.0665018519933993
323,Zolotonosha,Tirana,1883434.3,1.4434306451899097
324,Yenakiieve,Tirana,2196510.1,1.6833663859733006
325,Slobozhans'ke,Tirana,2105088.1,1.6133021865241601
326,Lanchyn,Tirana,1528517.3,1.1714285507718207
327,Yuzhnoukrayinsk,Tirana,1597288.2,1.2241333488936827
328,Baryshivka,Tirana,1935573.8,1.4833894333063198
329,Stavyshche,Tirana,2010325.0,1.5406774272887591
330,Vlasivka,Tirana,1853852.1,1.420759371744302
331,Kivsharivka,Tirana,2218185.8,1.699978258039102
332,Kostiantynivka,Tirana,2112493.9,1.6189778603037803
333,Stara Syniava,Tirana,1803428.3,1.3821154656802959
334,Makariv,Tirana,2032624.3,1.5577672153351398
335,Kindberg,Tirana,1246228.5,0.955087420787151
336,Telfs,Tirana,1612173.0,1.235540795634736
337,Geidorf,Tirana,1180268.2,0.9045366166598607
338,Viktring,Tirana,1216976.5,0.9326692067655123
339,Ternitz,Tirana,1250399.7,0.9582841544917544
340,Lienz,Tirana,1338496.4,1.0257999029944243
341,Sankt Veit an der Glan,Tirana,1240771.2,0.9509050428512735
342,Rum,Tirana,1581236.4,1.211831534049141
343,Hart,Tirana,1404500.6,1.0763843513031568
344,Vorchdorf,Tirana,1360151.3,1.04239583430911
345,Kottingbrunn,Tirana,1243994.0,0.953374939615561
346,Donaustadt,Tirana,1216818.3,0.9325479650911577
347,Enns,Tirana,1383648.4,1.0604035950327473
348,Perchtoldsdorf,Tirana,1224741.9,0.9386204716076986
349,Wilten,Tirana,1584788.7,1.214553953769812
350,Kremsmuenster,Tirana,1359802.6,1.0421285968132346
351,Kirchberg in Tirol,Tirana,1439821.4,1.103453586015843
352,Lauterach,Tirana,1731238.1,1.3267901766790344
353,Kitzbuehel,Tirana,1432608.8,1.0979259772898595
354,Voitsberg,Tirana,1198773.3,0.9187185971156187
355,Eleftherio - Kordelio,Tirana,389678.7,0.2986428448063016
356,Melissia,Tirana,738305.7,0.5658243947762807
357,Kyparissia,Tirana,692456.0,0.5306859978315273
358,Kilkis,Tirana,410507.2,0.31460543781702566
359,Agios Dimitrios,Tirana,734949.6,0.563252339256042
360,Ekali,Tirana,658728.4,0.5048377633437582
361,Menemeni,Tirana,389384.7,0.2984175284203327
362,Kamateron,Tirana,727458.8,0.5575115229838797
363,Kallithea,Tirana,731755.7,0.5608045909392188
364,Serres,Tirana,475726.1,0.3645880461328964
365,Vyronas,Tirana,732881.8,0.5616676140080609
366,Alimos,Tirana,737877.2,0.5654959999756424
367,Argos,Tirana,702033.8,0.5380262538911625
368,Glyfada,Tirana,742846.2,0.5693041534514225
369,Giannitsa,Tirana,339338.4,0.2600629316614398
370,Kalamaria,Tirana,399685.1,0.30631157230480166
371,Kalyvia Thorikou,Tirana,762216.8,0.5841494377577112
372,Peraia,Tirana,416144.5,0.3189257645606392
373,Igoumenitsa,Tirana,322839.0,0.24741808411499422
374,Agria,Tirana,452951.2,0.3471337666811865
375,Tercan,Tirana,2120123.6,1.624825127072579
376,Selendi,Tirana,1289557.2,0.9882937680413345
377,Yesilli,Tirana,2464595.7,1.8888224353688776
378,Bozuyuk,Tirana,1202919.1,0.921895864710686
379,Turgutreis,Tirana,1453312.6,1.113793002432113
380,Doganyol,Tirana,2183191.7,1.673159400412457
381,Cerkezkoey,Tirana,904276.6,0.6930215490756103
382,Pinarbasi,Tirana,1851605.4,1.4190375407090763
383,Esme,Tirana,1290933.1,0.9893482334000236
384,Karakecili,Tirana,1525955.6,1.1694653093230571
385,Golpazari,Tirana,1203031.3,0.9219818528008414
386,Kozluk,Tirana,2451918.3,1.8791067008400273
387,Tosya,Tirana,1473592.2,1.1293349282174687
388,Ayas,Tirana,1376525.4,1.0549446541577256
389,Tarsus,Tirana,1893281.6,1.4509774412700165
390,Akarsu,Tirana,2492661.1,1.9103312601946296
391,Menemen,Tirana,1221138.3,0.9358587364768229
392,Fethiye,Tirana,1535438.1,1.176732529152819
393,Basciftlik,Tirana,1792192.8,1.373504777739638
394,Korfez,Tirana,1076411.7,0.8249428369340875
395,Elbasan,Minsk,2146447.9,1.6449996037363908
396,Roskovec,Minsk,2203460.6,1.688693125907575
397,Lezhe,Minsk,2075593.8,1.5906982780796635
398,Gramsh,Minsk,2184110.8,1.6738637823524025
399,Fier,Minsk,2194937.4,1.68216109658482
400,Kruje,Minsk,2097385.8,1.6073992804029078
401,Kavaje,Minsk,2135348.2,1.6364929905073473
402,Tepelene,Minsk,2282649.1,1.7493817879153877
403,Puke,Minsk,2057925.2,1.5771573763887456
404,Patos Fshat,Minsk,2210046.3,1.6937402895915044
405,Gjirokaster,Minsk,2312107.9,1.7719584897894696
406,Berat,Minsk,2204520.7,1.689505567746914
407,Shijak,Minsk,2110433.7,1.617398959561015
408,Tirana,Minsk,2107643.8,1.6152608296793323
409,Bilisht,Minsk,2168330.5,1.6617700402928626
410,Mamurras,Minsk,2075209.2,1.5904035274604673
411,Librazhd-Qender,Minsk,2169141.7,1.6623917295863933
412,Sarande,Minsk,2345628.9,1.7976483897012483
413,Permet,Minsk,2324634.7,1.7815588071491808
414,Peqin,Minsk,2160337.9,1.6556446534000226
415,Navapolatsk,Minsk,239333.7,0.183421103144765
416,Krasnapollye,Minsk,312802.5,0.23972628851031155
417,Vishnyeva,Minsk,138802.2,0.10637554445078275
418,Orsha,Minsk,219624.2,0.16831609188880003
419,Rahachow,Minsk,211637.8,0.16219545656600448
420,Lyepyel',Minsk,156355.1,0.11982777571361679
421,Karelichy,Minsk,125443.1,0.09613736713174564
422,Volkovysk,Minsk,259156.1,0.1986126389584711
423,Radaskovicy,Minsk,43655.1,0.03345649442554488
424,Chyst',Minsk,61029.7,0.046772079730493715
425,Byalynichy,Minsk,158616.6,0.12156094920636723
426,Zhlobin,Minsk,220473.7,0.16896713362308768
427,Lyasny,Minsk,16462.2,0.012616338126180102
428,Ushachy,Minsk,180884.6,0.13862674948784715
429,Baranovichi,Minsk,146836.0,0.11253250629294878
430,Lyozna,Minsk,281177.3,0.21548929609689957
431,Stowbtsy,Minsk,78875.9,0.06044909091171101
432,Byelaazyorsk,Minsk,246234.1,0.18870944732755304
433,Babruysk,Minsk,147258.4,0.11285622616176937
434,Rechytsa,Minsk,275738.0,0.21132071304179567
435,Orahovica Donja,Minsk,1559460.3,1.195142717203913
436,Jelah,Minsk,1547881.6,1.1862690068698387
437,Blatnica,Minsk,1584128.1,1.2140476816454207
438,Kacuni,Minsk,1638954.6,1.256065738908424
439,Derventa,Minsk,1518556.2,1.1637945403899341
440,Bosanska Krupa,Minsk,1731479.0,1.326974798166721
441,Janja,Minsk,1527995.8,1.1710288824205188
442,Novi Grad,Minsk,1698407.9,1.3016296936360559
443,Kljuc,Minsk,1680960.1,1.2882580091492946
444,Visoko,Minsk,1653620.7,1.2673055778480777
445,Teslic,Minsk,1562420.0,1.1974109787942264
446,Tuzla,Minsk,1565348.1,1.1996550227049594
447,Maglaj,Minsk,1557737.9,1.1938227003903321
448,Siroki Brijeg,Minsk,2063652.4,1.5815466008980008
449,Novi Travnik,Minsk,1641704.0,1.2581728303083657
450,Kiseljak,Minsk,1666143.1,1.276902523125822
451,Foca,Minsk,1785146.4,1.3681045417461306
452,Ostrozac,Minsk,1718043.7,1.3166782225190756
453,Trebinje,Minsk,2186381.7,1.6756041598384461
454,Brod,Minsk,1494543.3,1.1453914796939064
455,Vetovo,Minsk,1549677.6,1.1876454294181384
456,Balchik,Minsk,1610577.8,1.2343182626452887
457,Razgrad,Minsk,1574915.8,1.206987538303716
458,Lom,Minsk,1671709.7,1.2811686666432858
459,Sevlievo,Minsk,2074010.4,1.5894847884009453
460,Kardzhali,Minsk,2176500.2,1.6680311534848695
461,Cherven Bryag,Minsk,2020844.4,1.5487393088893069
462,General Toshevo,Minsk,1572243.8,1.2049397648911009
463,Mezdra,Minsk,1995215.3,1.5290976211762626
464,Devnya,Minsk,1631696.8,1.2505034897040535
465,Veliki Preslav,Minsk,1615379.9,1.2379985069210069
466,Kyustendil,Minsk,1929116.3,1.478440519828789
467,Topolovgrad,Minsk,2198297.6,1.684736294272346
468,Tvarditsa,Minsk,2192607.3,1.6803753492686766
469,Panagyurishte,Minsk,2042317.6,1.5651959885464057
470,Septemvri,Minsk,2007026.4,1.5381494387487695
471,Varna,Minsk,1644293.0,1.260156993992969
472,Zlatitsa,Minsk,1974114.9,1.5129266488276303
473,Vidin,Minsk,1615908.1,1.2384033100334857
474,Teteven,Minsk,2009441.6,1.5400004051956813
475,Pitomaca,Minsk,1416069.9,1.0852508576439384
476,Pazin,Minsk,1748096.6,1.3397102320969134
477,Otok,Minsk,1480250.3,1.1344375779773987
478,Omis,Minsk,2007869.2,1.5387953457218804
479,Krizevci,Minsk,1452374.5,1.1130740592291286
480,Ilok,Minsk,1450636.9,1.1117423934051165
481,Ploce,Minsk,2075130.7,1.5903433664526492
482,Jastrebarsko,Minsk,1605336.8,1.230301653193374
483,Trogir,Minsk,1950862.0,1.4951060386531547
484,Biograd na Moru,Minsk,1876748.3,1.4383066133647806
485,Samobor,Minsk,1585552.8,1.2151395464586516
486,Nasice,Minsk,1443507.2,1.1062783177689182
487,Crikvenica,Minsk,1734349.2,1.3291744685442988
488,Daruvar,Minsk,1453113.7,1.1136405689995645
489,Bjelovar,Minsk,1440055.7,1.1036331493805793
490,Beli Manastir,Minsk,1381791.2,1.0589802698898174
491,Karlovac,Minsk,1622296.8,1.2432994964111708
492,Porec,Minsk,1759008.7,1.3480730720130052
493,Pula,Minsk,1800274.3,1.3796982960158541
494,Kutina,Minsk,1668573.9,1.2787654451360706
495,Cernosice,Minsk,1245981.9,0.9548984309205526
496,Chrudim,Minsk,1115619.6,0.8549910761498338
497,Sezimovo Usti,Minsk,1253294.7,0.9605028311495093
