ID;Name;Country name;Population;Latitude;Longitude
621732;Smilavicy;Belarus;5200;53.7496;28.0115
621986;Shumilina;Belarus;7500;55.2985;29.6121
622258;Senno;Belarus;7092;54.81318;29.70651
624842;Myshkavichy;Belarus;2000;53.2172;29.512
625245;Myazhysyatki;Belarus;1807;53.7776;30.1765
626621;Krasnosel'skiy;Belarus;7300;53.26494;24.42398
627793;Iwye;Belarus;9684;53.9299;25.7727
627800;Ivatsevichy;Belarus;24200;52.709;25.3401
628112;Hotsk;Belarus;1100;52.5215;27.1385
628155;Gorodok;Belarus;12410;55.4624;29.98451
629646;Brahin;Belarus;3900;51.787;30.2677
630543;Antopal';Belarus;2100;52.2038;24.7863
8020004;Druzhny;Belarus;8978;53.6238;27.8977
2657945;Wynau;Switzerland;1610;47.2557;7.81626
2658041;Wauwil;Switzerland;1657;47.18457;8.021
2658051;Wangi;Switzerland;4051;47.49654;8.95325
2658230;Wetzikon / Unter-Wetzikon;Switzerland;2521;47.31637;8.79369
2658287;Turtmann;Switzerland;1025;46.30028;7.702
2658332;Trachselwald;Switzerland;1068;47.01699;7.73639
2658433;Tafers;Switzerland;2833;46.81483;7.21852
2658457;Suhr;Switzerland;9374;47.37172;8.07967
2658512;Stalden;Switzerland;1232;46.23341;7.87273
2658811;Sankt Niklaus;Switzerland;2352;46.17717;7.80349
2659078;Reiden;Switzerland;3926;47.24719;7.97135
2659129;Puidoux;Switzerland;2398;46.50093;6.78249
2659317;Obfelden;Switzerland;4039;47.26413;8.4215
2659406;Oberbuchsiten;Switzerland;1807;47.31334;7.76836
2659891;Liestal;Switzerland;12832;47.48455;7.73446
2659963;Le Landeron;Switzerland;4278;47.05702;7.07052
2659998;Laupen;Switzerland;2774;46.90214;7.23973
2660029;Langrickenbach;Switzerland;1031;47.59353;9.24727
2660120;Kolliken;Switzerland;4059;47.33337;8.02237
2660160;Killwangen;Switzerland;1783;47.43223;8.35097
2660200;Kaisten;Switzerland;2140;47.5416;8.04337
2660226;Jenaz;Switzerland;1130;46.92892;9.71275
2660350;Himmelried;Switzerland;1002;47.42136;7.59985
2660564;Gonten;Switzerland;1406;47.32725;9.34705
2660575;Goldach;Switzerland;9094;47.47401;9.46711
2660607;Gipf-Oberfrick;Switzerland;3102;47.49875;8.00497
2660710;Froideville;Switzerland;1518;46.60123;6.68085
2660721;Freienbach;Switzerland;14302;47.20534;8.75842
2660864;Ersigen;Switzerland;1507;47.09368;7.59507
2660876;Eriswil;Switzerland;1414;47.07816;7.85149
2660965;Durnten;Switzerland;1032;47.27856;8.84156
2661132;Confignon;Switzerland;3425;46.17341;6.08437
2661214;Chardonne;Switzerland;2659;46.47676;6.8268
2661219;Chancy;Switzerland;942;46.15003;5.97153
2661456;Bolligen;Switzerland;6086;46.9751;7.49697
2661495;Birmenstorf;Switzerland;2462;47.46152;8.24816
2661601;Bassecourt;Switzerland;3305;47.33808;7.24373
2661719;Arlesheim;Switzerland;9301;47.49412;7.61979
2661879;Aarburg;Switzerland;6828;47.32067;7.89986
6291243;Kloten / Freienberg (Chanzler-Chlini Chaseren);Switzerland;1588;47.46584;8.58145
6293333;Kuesnacht / Schiedhalden;Switzerland;1033;47.32112;8.58881
6293970;Tagelswangen;Switzerland;1606;47.4307;8.67284
6294425;Greifensee / Pfisterhoelzli;Switzerland;1135;47.3643;8.68979
6294548;Uster / Nieder-Uster;Switzerland;4128;47.34743;8.70088
6294550;Uster / Ober-Uster;Switzerland;5100;47.34874;8.73319
6295111;Oberwinterthur (Kreis 2) / Zinzikon;Switzerland;1842;47.5195;8.7564
6295503;Zuerich (Kreis 5) / Escher-Wyss;Switzerland;1846;47.39052;8.51292
7303237;Saint Saphorin;Switzerland;0;46.47329;6.79601
10295648;Gansingen;Switzerland;0;47.5429;8.13516
11790567;Rueegsau;Switzerland;0;47.02483;7.67395
781468;Surroj;Albania;0;41.99222;20.34417
781862;Qukes-Skenderbe;Albania;0;41.08389;20.43806
782049;Petran;Albania;0;40.20944;20.41833
783086;Gostime;Albania;0;41.14556;20.24
783214;Fushe-Arrez;Albania;2438;42.06222;20.01667
783446;Cerava;Albania;0;40.85139;20.725
783734;Arren;Albania;0;41.91306;20.28833
3183966;Starove;Albania;1043;40.71722;19.91778
3184290;Roskovec;Albania;6657;40.7375;19.70222
3184397;Progonat;Albania;0;40.21333;19.94472
3186082;Berdica e Madhe;Albania;0;42.01528;19.48167
2760622;Zellerndorf;Austria;1144;48.69657;15.95841
2760903;Wolfsegg am Hausruck;Austria;995;48.10669;13.67274
2760943;Wolfau;Austria;1436;47.25;16.1
2761117;Windhaag bei Freistadt;Austria;477;48.58774;14.56186
2761779;Weibern;Austria;711;48.18333;13.7
2763160;Ungenach;Austria;194;48.04756;13.61472
2763466;Traisen;Austria;3453;48.03333;15.6
2763837;Taxenbach;Austria;907;47.29116;12.96215
2764026;Sulz;Austria;2527;47.28721;9.65183
2764140;Strem;Austria;599;47.04498;16.41426
2764625;Stattegg;Austria;0;47.13333;15.41667
2765487;Schwarzau im Schwarzautal;Austria;259;46.87886;15.66421
2765888;Schlitters;Austria;1481;47.38045;11.83888
2766350;Sankt Veit in Defereggen;Austria;0;46.92722;12.42972
2766372;Sankt Ulrich bei Steyr;Austria;1379;48.02116;14.43685
2766510;Sankt Martin im Innkreis;Austria;0;48.29387;13.43868
2766668;Sankt Jakob-Breitenau;Austria;1127;47.39229;15.4297
2766779;Sankt Aegidi;Austria;263;48.47929;13.73737
2767707;Reingers;Austria;194;48.96667;15.13333
2767777;Reichenau an der Rax;Austria;1276;47.69509;15.84572
2767928;Rassach;Austria;333;46.86028;15.27
2767936;Rappottenstein;Austria;307;48.52161;15.07925
2767977;Raning;Austria;510;46.85;15.81667
2768125;Radfeld;Austria;2495;47.44806;11.91424
2768357;Prellenkirchen;Austria;1036;48.07401;16.95233
2768359;Preitenegg;Austria;271;46.94;14.92583
2768618;Poggersdorf;Austria;829;46.65;14.45
2768827;Pill;Austria;1174;47.32352;11.68018
2768829;Pilgersdorf;Austria;594;47.44106;16.3492
2768839;Pierbach;Austria;274;48.34815;14.75575
2768897;Piberegg;Austria;174;47.09424;15.11658
2769212;Paternion;Austria;676;46.71417;13.63611
2769409;Orth an der Donau;Austria;2086;48.14524;16.70089
2769812;Oberpullendorf;Austria;2019;47.50352;16.50447
2770634;Neuzeug;Austria;5346;48.05;14.33333
2770916;Natternbach;Austria;1027;48.3973;13.74965
2770974;Mutters;Austria;1587;47.23333;11.38333
2770995;Muerzsteg;Austria;173;47.67556;15.49145
2770996;Muerzhofen;Austria;921;47.48333;15.38333
2771408;Mitterndorf im Steirischen Salzkammergut;Austria;1043;47.55556;13.93187
2772672;Lendorf;Austria;920;46.83528;13.43028
2772753;Leibnitz;Austria;8533;46.78161;15.53836
2773110;Lambach;Austria;3279;48.09276;13.87453
2773278;Kuehnsdorf;Austria;1521;46.62194;14.63639
2774341;Kitzeck im Sausal;Austria;0;46.78072;15.45384
2774370;Kirchschlag;Austria;240;48.39345;15.22285
2775000;Jungholz;Austria;301;47.57409;10.44723
2775399;Hundsheim;Austria;590;48.11749;16.93581
2776358;Hinterbruehl;Austria;3466;48.08611;16.24809
2776485;Hernstein;Austria;473;47.89465;16.10561
2776497;Hermagor;Austria;1535;46.62722;13.36722
2776676;Haunoldstein;Austria;302;48.2;15.45
2777297;Gugging;Austria;1173;48.31385;16.24852
2777839;Gross-Engersdorf;Austria;1478;48.35873;16.5661
2778252;Goestling an der Ybbs;Austria;556;47.80664;14.93797
2778953;Galtuer;Austria;765;46.96667;10.18333
2779339;Frauenberg;Austria;69;47.42855;15.34206
2779379;Frankenfels;Austria;439;47.98234;15.32593
2779569;Finkenstein;Austria;1402;46.56155;13.87086
2779704;Feistritz im Rosental;Austria;1015;46.51667;14.16667
2779828;Falkenburg;Austria;1063;47.5;14.08333
2780397;Edt bei Lambach;Austria;24;48.11667;13.88333
2780450;Edelsgrub;Austria;692;47.03333;15.6
2780514;Eberstalzell;Austria;1065;48.04392;13.98319
2780741;Dornbirn;Austria;49278;47.41427;9.74195
2780886;Doebriach;Austria;1285;46.78049;13.65738
2781269;Buch in Tirol;Austria;2548;47.37447;11.754
2781861;Bergham;Austria;1171;48.28182;14.23141
2782056;Bad Gleichenberg;Austria;1516;46.87556;15.90861
2782106;Axams;Austria;5130;47.23111;11.27892
2782371;Aschach an der Donau;Austria;1933;48.36458;14.02044
2782691;Altenfelden;Austria;1163;48.48555;13.9698
2782796;Allerheiligen im Muehlkreis;Austria;371;48.30215;14.65061
3319575;Oberperfuss;Austria;3043;47.24451;11.24755
3324619;Kleinedling;Austria;1840;46.81417;14.82778
6692403;Lockenhaus;Austria;1058;47.40753;16.41623
11592306;Assling;Austria;0;46.78663;12.63951
11609343;Wagrain;Austria;1429;48.00503;13.67163
11695065;Haidl;Austria;1931;48.17267;14.05297
11746593;Esch;Austria;1721;47.8403;13.09223
11746606;Schachen bei Vorau;Austria;1190;47.3801;15.85816
11903657;Reitberg;Austria;1156;47.85269;13.1573
3192793;Polje-Bijela;Bosnia and Herzegovina;1078;43.63299;17.97216
3197112;Krupa na Vrbasu;Bosnia and Herzegovina;1257;44.61875;17.14351
3197138;Teocak;Bosnia and Herzegovina;0;44.60321;18.97967
3197296;Kresevo;Bosnia and Herzegovina;0;43.86556;18.04333
3198490;Kakanj;Bosnia and Herzegovina;12406;44.13311;18.12292
3204222;Bihac;Bosnia and Herzegovina;75641;44.81694;15.87083
3204590;Balatun;Bosnia and Herzegovina;1400;44.86332;19.33931
3211929;Knezica;Bosnia and Herzegovina;4792;45.10548;16.67668
3344411;Jablanica;Bosnia and Herzegovina;6209;43.66028;17.76167
2783237;Zevergem;Belgium;1766;50.97931;3.69319
2783308;Zedelgem;Belgium;21968;51.14236;3.1368
2783696;Wijchmaal;Belgium;3042;51.13515;5.41334
2784544;Vissenaken;Belgium;1414;50.83846;4.90489
2784631;Villers-l'Eveque;Belgium;1861;50.70454;5.4396
2784641;Villers-la-Ville;Belgium;9592;50.57953;4.53398
2785293;Tremelo;Belgium;13721;50.99231;4.70807
2785422;Tintigny;Belgium;3538;49.68326;5.51349
2786548;Sint-Stevens-Woluwe;Belgium;9038;50.86838;4.45195
2786591;Sint-Martens-Latem;Belgium;8303;51.01459;3.63779
2786595;Sint-Martens-Bodegem;Belgium;2715;50.86185;4.21317
2786622;Sint-Lenaarts;Belgium;6685;51.34868;4.68009
2786638;Sint-Katherina-Lombeek;Belgium;6607;50.87314;4.1536
2787307;Saive;Belgium;4771;50.65316;5.68517
2787530;Rumes;Belgium;4918;50.5545;3.30535
2788677;Pottes;Belgium;1297;50.73294;3.40703
2788771;Pondrome;Belgium;1055;50.09922;5.00959
2789178;Perk;Belgium;2800;50.93571;4.49615
2789741;Oostnieuwkerke;Belgium;3572;50.93959;3.05742
2789883;Oleye;Belgium;1401;50.71396;5.28133
2790421;Brakel;Belgium;6513;50.80101;3.76264
2791964;Maaseik;Belgium;25201;51.09802;5.78379
2793857;Kuurne;Belgium;12638;50.85143;3.2824
2794107;Koolkerke;Belgium;3236;51.23931;3.24745
2794543;Kerkhove;Belgium;1004;50.79851;3.50267
2795618;Hofstade;Belgium;5927;50.9613;4.02663
2795785;Hever;Belgium;6426;50.99545;4.55126
2796599;Haneffe;Belgium;1036;50.63835;5.32013
2797517;Gistel;Belgium;11084;51.15612;2.96387
2797770;Geer;Belgium;2682;50.6699;5.17364
2797844;Ganshoren;Belgium;24859;50.87065;4.31531
2798031;Fraire;Belgium;1492;50.26127;4.5076
2798099;Fosses-la-Ville;Belgium;9062;50.39517;4.69623
2798179;Fontaine-Valmont;Belgium;1071;50.31994;4.21467
2798307;Flemalle-Haute;Belgium;25144;50.59994;5.44471
2798638;Esen;Belgium;3152;51.0294;2.90189
2798743;Engis;Belgium;5737;50.58156;5.39916
2798817;Elsenborn;Belgium;1965;50.45798;6.21918
2798830;Ellikom;Belgium;1183;51.12766;5.52389
2799022;Ecaussinnes-Lalaing;Belgium;1119;50.56865;4.18398
2799040;Durnal;Belgium;1102;50.33653;4.98616
2799570;De Pinte;Belgium;10020;50.99339;3.64747
2800036;Couthuin;Belgium;2826;50.5316;5.12323
2800701;Buvrinnes;Belgium;1955;50.38873;4.2054
2802051;Bever;Belgium;1932;50.91667;4.31667
2802087;Betekom;Belgium;4873;50.98683;4.78185
2802435;Beerse;Belgium;16208;51.31927;4.85304
2802812;Baasrode;Belgium;6352;51.03805;4.1546
2803073;Arlon;Belgium;26179;49.68333;5.81667
2803183;Angleur;Belgium;10647;50.6113;5.59942
2803429;Aarschot;Belgium;27656;50.98715;4.83695
725435;Zavet;Bulgaria;3589;43.76036;26.68063
727011;Sofia;Bulgaria;1152556;42.69751;23.32415
727329;Shabla;Bulgaria;3901;43.53983;28.53429
727358;Senovo;Bulgaria;1459;43.65;26.36667
729530;Loznitsa;Bulgaria;2971;43.36667;26.6
731108;Gotse Delchev;Bulgaria;20522;41.56667;23.73333
731809;Dunavtsi;Bulgaria;3371;43.92111;22.82111
733092;Bolyarovo;Bulgaria;1368;42.14962;26.81116
733462;Bansko;Bulgaria;9232;41.8383;23.48851
501012;Rozhdestveno;Russian Federation;3062;55.85444;37.04935
501215;Rossosh';Russian Federation;64323;51.1209;38.5116
502965;Ramenskoye;Russian Federation;96000;55.56694;38.23028
504388;Psedakh;Russian Federation;6964;43.46722;44.56917
504391;Psebay;Russian Federation;10700;44.1234;40.8107
504459;Prudy;Russian Federation;3806;57.5738;46.27176
505019;Priyutnoye;Russian Federation;5632;46.10111;43.50722
505271;Primorsk;Russian Federation;3235;49.26532;45.02889
506680;Ponezhukay;Russian Federation;3390;44.88761;39.38551
507079;Polotnyany Zavod;Russian Federation;4649;54.72139;35.96611
508480;Podborki;Russian Federation;1012;54.17636;35.93645
509029;Plyos;Russian Federation;2790;57.45862;41.51579
511435;Pereleshinskiy;Russian Federation;3257;51.7148;40.1953
513896;Otradnoye;Russian Federation;18000;55.86667;37.6
514171;Ostrov;Russian Federation;24500;57.34395;28.35368
518540;Novomyshastovskaya;Russian Federation;9916;45.19909;38.58272
518602;Novomichurinsk;Russian Federation;20821;54.0384;39.7479
518740;Novokhovrino;Russian Federation;50000;55.86667;37.5
519016;Novobessergenovka;Russian Federation;3445;47.18506;38.84759
520564;Nizhniy Mamon;Russian Federation;3914;50.1937;40.5083
521316;Niny;Russian Federation;4894;44.48778;43.94889
523206;Naurskaya;Russian Federation;8550;43.65075;45.31173
524649;Mstikhino;Russian Federation;2500;54.55947;36.12777
526271;Misheronskiy;Russian Federation;3790;55.71927;39.73835
526480;Mineralnye Vody;Russian Federation;76280;44.21028;43.13528
526651;Mikhnevo;Russian Federation;10726;55.12747;37.95451
527761;Melekhovo;Russian Federation;6922;56.2773;41.29346
535741;Lesnoy;Russian Federation;8689;56.06667;37.91667
536111;Leninskiy;Russian Federation;9834;54.28768;37.45926
536186;Leninkent;Russian Federation;13912;42.96895;47.35202
536440;Lechinkay;Russian Federation;4334;43.56472;43.43278
536466;Lebyazh'ye;Russian Federation;5696;59.96182;29.4149
536857;Lashma;Russian Federation;1736;54.9321;41.14379
539385;Kuloy;Russian Federation;6557;61.03049;42.49252
540251;Krymsk;Russian Federation;57555;44.92934;37.99117
540268;Krylovskaya;Russian Federation;6831;46.1097;39.3035
541235;Kremenki;Russian Federation;11994;54.88626;37.11955
542366;Krasnogorskiy;Russian Federation;7065;56.1525;48.32583
544327;Korzhovka-Golubovka;Russian Federation;2224;52.76742;32.35362
545223;Konyshevka;Russian Federation;4038;51.8418;35.2941
546244;Kolomenskoye;Russian Federation;30000;55.66667;37.68333
546606;Kokoshkino;Russian Federation;9818;55.59769;37.1695
551986;Kashin;Russian Federation;16598;57.35917;37.60806
552951;Karabulak;Russian Federation;34511;43.30513;44.89949
552977;Karabanovo;Russian Federation;15615;56.31667;38.7
553514;Kamennomostskiy;Russian Federation;7585;44.2891;40.188
554077;Kalinovskaya;Russian Federation;8305;43.57383;45.5209
555112;Ivanteyevka;Russian Federation;6127;52.2667;49.1055
555984;Isheyevka;Russian Federation;9944;54.42789;48.26675
556230;Ipatovo;Russian Federation;29073;45.71806;42.90361
556967;Ilovka;Russian Federation;3308;50.7053;38.6373
557382;Iksha;Russian Federation;3707;56.17204;37.49842
557979;Gunib;Russian Federation;2576;42.38758;46.96509
560138;Goreloye;Russian Federation;3933;52.93697;41.50435
561549;Germenchuk;Russian Federation;9285;43.1857;45.921
563306;Fastovetskaya;Russian Federation;8806;45.91889;40.15889
563344;Falyonki;Russian Federation;5303;58.36127;51.59461
563523;Elektrostal';Russian Federation;144387;55.78959;38.44671
563601;Dzhubga;Russian Federation;5314;44.3211;38.7073
568085;Chiri-Yurt;Russian Federation;5136;43.08869;45.74323
568464;Chyorny Yar;Russian Federation;8006;48.06242;46.10911
569934;Chaplygin;Russian Federation;13488;53.24319;39.96288
571306;Budyonnovsk;Russian Federation;67962;44.78389;44.16583
578742;Botashyurt;Russian Federation;3786;43.30801;46.50991
580352;Aushiger;Russian Federation;4955;43.39312;43.7367
580432;Atemar;Russian Federation;4052;54.18097;45.40909
580850;Arsk;Russian Federation;17243;56.09151;49.87783
801983;Druzhba;Russian Federation;3621;42.242;48.00145
819112;Chupryakovo;Russian Federation;1951;55.55282;36.62721
857691;Zhitnevo;Russian Federation;3193;55.34233;37.91464
867005;Petra-Dubrava;Russian Federation;6078;53.29613;50.36554
6417535;Mosrentgen;Russian Federation;5214;55.6197;37.46402
8504951;Kalininskiy;Russian Federation;504641;59.99675;30.3899
10103927;Ol'yavidovo;Russian Federation;1026;56.5033;37.7516
602566;Storvik;Sweden;2251;65.15;20.73333
603761;Pajala;Sweden;2032;67.21284;23.36607
2662706;Virserum;Sweden;1769;57.31667;15.58333
2663585;Vattholma;Sweden;1410;60.01667;17.73333
2666950;Tvaaker;Sweden;2640;57.04147;12.3995
2669098;Tierp;Sweden;5826;60.34269;17.51812
2675561;Soedra Vi;Sweden;1134;57.73993;15.79391
2677149;Skrea;Sweden;1846;56.88333;12.56667
2677593;Skinnskatteberg;Sweden;2383;59.83028;15.69337
2678210;Skara;Sweden;11437;58.38659;13.43836
2679226;Siljansnaes;Sweden;1274;60.78333;14.85
2680350;Sandarne;Sweden;1681;61.25893;17.15284
2690170;Naessjoe;Sweden;17719;57.65307;14.69676
2690843;Munkedal;Sweden;3910;58.46634;11.67345
2691462;Moelnbo;Sweden;1089;59.05;17.41667
2706914;Hedesunda;Sweden;1067;60.4;17
2708663;Haelleforsnaes;Sweden;1624;59.15208;16.497
2710796;Grebo;Sweden;1047;58.30145;15.87085
2710885;Graestorp;Sweden;2946;58.33219;12.68122
692961;Stalnivtsi;Ukraine;2104;48.30389;26.55281
692974;Stakhanovka;Ukraine;857;45.37062;33.94883
693028;Spaske;Ukraine;3017;48.6577;35.04966
693044;Spas;Ukraine;2976;48.88727;24.06164
693468;Sloviansk;Ukraine;106972;48.84974;37.59739
693684;Skelivka;Ukraine;1062;49.53686;22.96664
693700;Skalat;Ukraine;3814;49.42544;25.97598
693913;Shramkivka;Ukraine;2709;50.1396;32.12512
694205;Shershentsi;Ukraine;1555;47.98823;29.00876
695274;Rubizhne;Ukraine;56066;49.00606;38.38119
695379;Rovenky;Ukraine;45651;48.08331;39.37764
696325;Prybuzske;Ukraine;1440;46.77968;32.09732
697276;Petrovske;Ukraine;12683;48.29662;38.87892
697455;Petrykivka;Ukraine;4896;48.7279;34.62837
698107;Ozerne;Ukraine;5370;45.40559;28.66861
698939;Novi Broskivtsi;Ukraine;1469;48.22045;25.70484
699100;Novotroyitske;Ukraine;10647;46.35088;34.33245
699493;Novokrymskoye;Ukraine;1081;45.78007;34.15543
699604;Hreyhove;Ukraine;1422;47.11433;32.30029
699839;Nova Kakhovka;Ukraine;45069;46.75966;33.35591
700507;Nadvirna;Ukraine;22504;48.63659;24.5714
700536;Naddnipryanske;Ukraine;1088;46.73591;32.7053
700835;Molodyozhnoye;Ukraine;7597;45.00354;34.05634
701383;Melnytsya-Podilska;Ukraine;3716;48.60816;26.16657
701405;Melioratyvne;Ukraine;4116;48.62047;35.40248
702302;Makiv;Ukraine;5602;48.79388;26.68908
702379;Liutizh;Ukraine;2282;50.6835;30.39324
702862;Lomachyntsi;Ukraine;2217;48.58434;27.3801
703439;Labushne;Ukraine;1365;48.02239;29.13654
703690;Kumari;Ukraine;1186;47.93591;30.66931
704207;Krasnyi Kut;Ukraine;2983;48.20138;38.79765
704352;Krasnopillya;Ukraine;1083;46.86308;31.24903
704778;Koson;Ukraine;2338;48.25482;22.45896
706448;Kherson;Ukraine;283649;46.63695;32.61458
706757;Soledar;Ukraine;10692;48.69075;38.07432
707067;Kamyanka;Ukraine;1436;46.81654;31.67286
707451;Ivanivka;Ukraine;2424;46.97463;30.46938
707494;Ivankivtsi;Ukraine;1388;48.45332;25.67275
708405;Gornostayevka;Ukraine;2132;45.27819;36.18601
708633;Zelenyy Hay;Ukraine;1891;48.2251;26.21241
708753;Hlobyne;Ukraine;9349;49.37894;33.27555
708901;Haysyn;Ukraine;25735;48.81294;29.37917
709082;Frunze;Ukraine;3051;45.02688;33.62956
709630;Drahovo;Ukraine;4262;48.23789;23.54868
709792;Dolynyany;Ukraine;1383;48.40715;26.42984
709856;Dobrianka;Ukraine;3250;52.06314;31.18567
710032;Oleksandriyske;Ukraine;4718;48.60444;32.98851
710587;Chervona Sloboda;Ukraine;9333;49.37281;32.15742
710735;Chernihiv;Ukraine;285234;51.50551;31.28487
710820;Cherepkivtsi;Ukraine;9376;48.01557;25.9643
711227;Buzke;Ukraine;1529;47.42993;31.99806
711398;Broska;Ukraine;3704;45.36943;28.78805
712050;Blizhneye;Ukraine;2779;45.05694;35.33056
712313;Berezovka;Ukraine;1308;45.57471;33.34397
712339;Bereznehuvate;Ukraine;7552;47.30872;32.85098
712738;Baybuzivka;Ukraine;1056;48.11452;29.90202
713175;Artemivsk;Ukraine;7616;48.44061;38.732
713816;Abrikosovka;Ukraine;1079;45.10759;35.10139
823477;Lupareve;Ukraine;1268;46.69167;31.975
831260;Orshivtsi;Ukraine;2382;48.4196;25.63075
865086;Tayirove;Ukraine;3830;46.35899;30.64777
6984570;Trudovoye;Ukraine;2173;44.99133;34.20311
7025405;Novoozyornoye;Ukraine;4998;45.38314;33.11715
2717842;Deje;Sweden;2702;59.603;13.472
2718271;Dalaroe;Sweden;1849;59.13306;18.40639
2719212;Broby;Sweden;3104;56.25521;14.07797
2720679;Bollnaes;Sweden;13716;61.34817;16.39464
2722545;Billingsfors;Sweden;1108;58.98333;12.25
2722570;Billdal;Sweden;14874;57.56667;11.93333
2722742;Bergshamra;Sweden;7300;59.38083;18.03427
2725066;Asa;Sweden;6084;57.35;12.11667
2725201;Arsta;Sweden;16807;59.2978;18.0514
3336567;Ekeby;Sweden;3292;56;12.96667
3189798;Store;Slovenia;2257;46.22083;15.31389
3191774;Razvanje;Slovenia;1357;46.51444;15.63611
3192560;Preddvor;Slovenia;3659;46.3025;14.42306
3194622;Muta;Slovenia;2300;46.61139;15.16611
3194792;Mozirje;Slovenia;2052;46.33944;14.96333
3194904;Mokronog;Slovenia;637;45.93417;15.14083
3195506;Maribor;Slovenia;97019;46.55472;15.64667
3196165;Lovrenc na Pohorju;Slovenia;1977;46.54056;15.39306
3197164;Krog;Slovenia;1132;46.63806;16.14139
3199017;Izola;Slovenia;11223;45.53694;13.66194
3201897;Dobrovnik;Slovenia;972;46.65139;16.3525
723143;Vysne Ruzbachy;Slovakia;1296;49.30387;20.56558
723674;Sabinov;Slovakia;12290;49.10309;21.0988
3056683;Vrutky;Slovakia;7762;49.11328;18.91714
3058368;Oravsky Podzamok;Slovakia;1319;49.25939;19.3569
3059292;Krasnany;Slovakia;1231;49.21491;18.88718
3060665;Cierny Balog;Slovakia;5234;48.74722;19.65125
3172906;Monte Giardino;San Marino;910;43.90878;12.48201
296639;Yolboyu;Turkey;0;37.89764;40.00086
296708;Yildizeli;Turkey;0;39.86639;36.59889
296885;Yesilalan;Turkey;3791;37.46319;40.78723
299375;Temelli;Turkey;0;39.7275;32.35528
299643;Tasucu;Turkey;0;36.3214;33.88165
300257;Sulak;Turkey;1433;37.41399;41.96156
300603;Sivrice;Turkey;1467;37.27696;41.33587
301492;Saruhanli;Turkey;12947;38.73455;27.56811
303305;Ortakoey;Turkey;7486;37.22296;40.78404
304531;Mersin;Turkey;537842;36.81196;34.63886
304582;Meram;Turkey;0;37.82985;32.46777
304916;Malazgirt;Turkey;26108;39.1465;42.53536
305089;Lice;Turkey;16336;38.45821;40.63888
306346;Kosefakili;Turkey;0;39.59386;34.13625
306616;Konakpinar;Turkey;0;39.43389;27.83623
308233;Kemah;Turkey;2549;39.59606;39.02329
308455;Kazanci;Turkey;1401;37.77106;40.6
309554;Karalar;Turkey;4718;37.2999;41.67628
309707;Karakeci;Turkey;0;37.45234;39.44285
310200;Karaburun;Turkey;3249;38.6364;26.51094
311358;Incesu;Turkey;0;38.6224;35.18261
311869;Hozat;Turkey;8105;39.10029;39.20816
312699;Hankoy;Turkey;2123;36.95081;40.19855
312771;Hamdibey;Turkey;1685;39.84944;27.24806
313660;Gulpinar;Turkey;0;39.53278;26.12056
314033;Golova;Turkey;0;36.79917;30.03889
314214;Gokoglan;Turkey;0;39.54648;41.30402
315185;Esme;Turkey;1316;37.15486;40.64121
316165;Dumlupinar;Turkey;3179;38.85408;29.9772
316497;Doganca;Turkey;1969;37.79955;42.33099
316960;Turanli;Turkey;0;39.27682;27.3246
317241;Demirci;Turkey;21378;39.04607;28.65889
317543;Datca;Turkey;10121;36.73778;27.68417
317588;Darende;Turkey;20388;38.54583;37.50583
317784;Dag;Turkey;0;37.19306;30.50417
318396;Cinaralti;Turkey;1334;37.3851;40.86039
318885;Celtik;Turkey;0;39.02444;31.79056
319670;Anamas;Turkey;2960;37.76667;30.8
320562;Boztepe;Turkey;0;39.26972;34.26111
320647;Bozdogan;Turkey;8378;37.67134;28.31395
321360;Besiri;Turkey;9513;37.91573;41.2865
323751;Yesilyurt;Turkey;0;40.0064;36.22069
323965;Alpkoy;Turkey;0;39.61393;39.18639
737163;Yuruk;Turkey;0;40.93553;27.06631
737709;Yenice;Turkey;3672;40.08778;29.42194
738333;Urus;Turkey;0;40.24903;32.13785
741898;Kuzyaka;Turkey;0;41.232;33.72267
742588;Kosekoy;Turkey;9200;40.74012;30.00556
742617;Korukoy;Turkey;3050;40.65435;29.16289
743537;Kelkit;Turkey;23870;40.12682;39.43424
744926;Kadikoy;Turkey;2741;40.62015;29.22536
746425;Gumushane;Turkey;32250;40.46001;39.47176
747323;Esenyurt;Turkey;211330;41.02697;28.67732
749740;Canta;Turkey;5470;41.07897;28.08323
750228;Buyukcavuslu;Turkey;3840;41.24002;28.06331
751427;Ayvacik;Turkey;5731;40.99111;36.63139
7280504;Yaniklar;Turkey;2598;36.70827;29.05081
10331003;Kazimkarabekir;Turkey;0;39.91598;41.28145
689151;Nikol's'ke;Ukraine;0;47.20533;37.32139
689159;Volochysk;Ukraine;18474;49.53606;26.20681
689294;Staryy Vovchynets;Ukraine;2039;48.0048;25.93288
689817;Verkhovyna;Ukraine;5829;48.15536;24.82986
689905;Verkhnesadovoye;Ukraine;2331;44.68932;33.70207
690038;Velyka Mykhaylivka;Ukraine;5458;47.07847;29.85253
690312;Vatutine;Ukraine;16096;49.01198;31.04659
690834;Udobne;Ukraine;1947;46.37836;30.04545
690870;Tysovets;Ukraine;3556;48.17298;25.89877
691051;Tsybulivka;Ukraine;1888;48.38641;29.11747
691705;Irmino;Ukraine;9343;48.59905;38.58824
785642;Srbica;;5089;42.74667;20.78861
787197;Partesh;;1787;42.40194;21.43361
788470;Llazice;;19863;42.55528;20.76333
